id,name,definition
13502,PES_CDL_CREATE_DTM,The timestamp at which CDL ingests the data from Demographic Analysis & Population Projection System (DAPPS) Software.
13353,PES_CE_MOD,The value indicated by the Correct Enumeration Predicted Probabilities
13343,PES_CEF_RNK,"Sequence Number Ordered by: bcustatefp, couseq, bcutractce, bcuid, seqnum, mafid (example of sorted order)"
4940,PES_CENSUS_BATCH_PERS_CNT,Count of Census Persons in Census Person table (with or without workflags) that are in this batch.
4941,PES_CENSUS_PERS_ES_CNT,Count of Census Persons in Batch (with or without workflags) that have E-Sample indicator equal to 1
4058,PES_CENYOB,The year the person was born.
4942,PES_CHANGE_RATE,This field represents the overall rate of changes that were made by the analysts.
4943,PES_CHANGE_RATE_QC,The field  indicates the Overall Rate of changes made by the analysts from a Quality Control (QC) perspective.
30758,PES_CHAR_IMP_FLAG_IND,E-sample Characteristic Imputation Flag 
4798,PES_CHARACTERISTICS_COUNT,The value represents the number of characteristics reported
4895,PES_CHUSAMSEG,This number of Census-only Housing Units in Sample Segments
4898,PES_CHUSAMSEG_IND,True if it is Census-only Housing Unit In Sample Segment; false otherwise
13341,PES_CI_NNTYPEHH,This code indicates the Nearest Neighbor Household (NNTYPEHH) type. Both Count Imputation(CI) and NON-CI addresses are assigned nearest neighbor household type (NNTYPEHH)
30915,PES_CI_RESP_TYPE_CODE,Respondent Type Code for Count Imputation (CI).
30916,PES_CI_UAA_CODE,Code indicating why it is Undeliverable As Addressed (UAA)
4675,PES_CID,The value indicates the link to the   Cell ID (CID) which corresponds to the entries in the Data Variable dropdown in the map view
4498,PES_CINDEX,This field indicates the BCU Index Number Character 
31049,PES_CITY_STYLE_RATE,Tabulation Tract Rate of units with city-style addresses
4771,PES_CLM_END_DT,Date and time clerical matching ended.
4772,PES_CLM_OAID,The unique numeric ID of other address created by Per MaRCS (Person Matching and Review Coding System for Accuracy and Coverage) for clerical matching
4773,PES_CLM_START_DT,Date and time clerical matching started
4677,PES_CLMT_DONE_CODE,This code indicates the type of clerical matching that was conducted.
4676,PES_CLMT_REQ_IND,This code indicates if a Clerical Matching is required or not.
30835,PES_CLUSTER_ESI_CODE,"E Sample indicator for CID within cluster, as set by PerMARCS (HUMaRCS)"
4896,PES_CLUSTER_INDEX,The index/identifier of the cluster.
30564,PES_CLUSTER_NUM_ID,"UniqueBCUnumber numeric,zerofilled"
30825,PES_CLUSTER_VAL,CCM cluster number (HUMaRCS)
30759,PES_CM_AGE_CODE,Four category age 
30612,PES_CM_FINAL_POP_VAL,Recoded final population count 
4678,PES_CM_LNKDELIV,This code indicates if Computer Matching was delivered to the  Computer Matching Management System (CMMU)
4944,PES_CM_PIDELIV,This code Indicates if Person Interview (PI) data been delivered to clerical matching.
30962,PES_CMP_LOC_HOUSE_NUM,Complete Location House Number
30963,PES_CMP_MAIL_HOUSE_NUM,Complete Mailing House Number
13354,PES_CMSATEA,This code indicates the   type of Collapsed Metropolitan Statistical Area/Type of Enumeration Area for San Juan PR
4679,PES_CMT_RESULT,This code indicates the Computer Match Results for the record.
5002,PES_COLLEGE_ADDR_CODE,This code indicates if the address is a dormitory.
4680,PES_COLLEGE_ATTND,This code indicates if anyone was attending college.
5003,PES_COLLEGE_NAME_CODE,This code indicates if the name of college needs to be collected or it is selected from previously entered college names.
4799,PES_COMPUTER_MATCH_ID,Indicates the Identifier for the variable set  for computer matching
4800,PES_CONFIRM_AGE,This code verifies the status of the calculated age or the person
4897,PES_CORRADD_CODE,This code Indicates if Housing Unit is a Corresponding Housing Unit or Added Housing Unit
13327,PES_CORRECT_ADDR_TEXT,The address as corrected by GEO during geocoding
13355,PES_COUCOMP,"This field indicates the Component for Estimation of the County Group with population >= 500,000."
13356,PES_COUNET,"This field indicates the Net Coverage Estimation for County Group with population >= 100,000"
31050,PES_COUNT_ATTEMPTS,Number of attempts to interview sample address
31051,PES_COUNT_CLASS,Recode of COUNT_ATTEMPTS
31052,PES_COUNT_CLASS2,Recode of COUNT_ATTEMPTS
31053,PES_COUNT_CLASS3,Recode of COUNT_ATTEMPTS
4026,PES_COVRESP_IND,This code indicates if for a PES Independent Listing there is a response for the coverage question.
30929,PES_CPRHUCE_TEMP_VAL,Temporary Correct Enumeration in the BCU Probability for Components of Coverage (as a percentage from 0 to 100)
4801,PES_CRCT_SRCH_AREA_CODE,This field indicates if person resides in the correct search area.
4774,PES_CREATE_DT,The date the PES record was created.
30989,PES_CROWD_OCCP_U_ACS_PCT,The percentage of ACS occupied housing units that have more than 1.01 persons per room
13357,PES_CRRALL,This field indicates the overall cumulative rate for self response.
13358,PES_CRRINT,This field indicates the overall cumulative rate for self response via Internet
13359,PES_CSAFP_CNT,The total number of person records in a Combined Statistical Area Code (CSAFP) -  Federal Information Processing Standards (FIPS)
13500,PES_CUF20_GQPER_CNT,The total number of person in a Group Quarter (GQ) for a Basic Collection Unit State (BCUSTATEFP) - Federal Information Processing Standards (FIPS)
13498,PES_CUF20_HU_CNT,The total number of housing units in a Basic Collection Unit State (BCUSTATEFP) - Federal Information Processing Standards (FIPS)
13499,PES_CUF20_HUPER_CNT,The total number of housing unit persons in a Basic Collection Unit State (BCUSTATEFP) - Federal Information Processing Standards (FIPS)
13497,PES_CUF20_UNIV_CNT,The total number of all units in a Basic Collection Unit State (BCUSTATEFP) - Federal Information Processing Standards (FIPS)
4681,PES_CURR_ADDR_LINK,Link based on person matches
4802,PES_CYCLE_ADDRESS_CODE,CYCLE flag is set for each inmover to denote if person cycles between the Sample address and the Census Day address
4899,PES_CYCLE_CODE,The flag indicating if person cycles between the Sample address and the Census Day address
30950,PES_CYCLE_NOTES_TEXT,Description of time spent at each address in the past year (PerMaRCS)
4803,PES_CYCLE_TIME_FRAME_CODE,Timeframe of the person who cycles between addresses
13511,PES_DABIAS,The value which has the factor for correlation of Bias Adjustment
13526,PES_DAIANGRP,The group code for the American Indian or Alaska Native 
13361,PES_DATA_DEFINED_FLAG,This code indicates the Data-Defined Predicted Probability
4804,PES_DATA_SENSITIVITY_CODE,This code indicates the sensitivity of the data
4042,PES_DATASET_VER,"Dataset version indicates the benchmark in the following format:  the first 4 digits is the year followed by the version, where ""1"" refers to January (CSA) delivery, ""2"" refers to July (ACS), and ""3"" is a special benchmark (2016 Ad Can Test)."
4064,PES_DATASETV,This is a version of the dataset being looked into
13360,PES_DD_MOD,The value indicates prediction of  the probability of data being defined
5004,PES_DECEASED_IND,True if the person is determined to be deceased since Census Day; false otherwise
31054,PES_DELPTTYPE_RES_RATE,Tabulation Tract Rate of residential units according to DELPTTYPE
31055,PES_DEPLOYED,Indicator for Deploy people
4945,PES_DIF_DEST_CODE,A field used to identify where Docuprint Input Files are sent. This field  is used to break the DIF files into different groups
30987,PES_DIFF_HU_1YR_AGO_ACS_PCT,The percentage of the ACS population aged 1 year and over that moved from another residence in the U.S. or Puerto Rico within the last year
30613,PES_DNDC_VAL,Number of confirmed or unconfirmed nationwide duplicates (Match Code = DC or DN) where the E-sample case is the primary
4805,PES_DOB_APRIL,"This field indicates if baby was born before, after, or on April 1"
4806,PES_DOB_CHANGE_CHECK,Indicates if date of birth was changed when the calculated age was incorrect. (1=Date of birth was changed 2=Date of birth not changed)
13444,PES_DOB_DAY,This value represents the pre-edited day of birth 
30760,PES_DOB_IND,Date of Birth Indicator
13445,PES_DOB_YEAR,This value represents the pre-edited year of birth
13454,PES_DOB2,Date of Birth Administrative Records Substitution Allocation Source    Flag
30947,PES_DOMAIN,Used in Person  Net Modeling; Will be in MDR 3.16
30940,PES_DSESI4,Number of strong duplicates (Match Code = DS) where the E-sample case is the primary and the duplicate is outside of the search area.
30615,PES_DSNOT4_VAL,Number of  strong duplicates (Match Code = DS) where the E-sample case is the primary and the duplicate is any of the following: 1)   an E-sample case in the same BCU 2)   in the surrounding BCU 3)      a non-E-sample case in the same BCU.
4682,PES_DUP_CNT,The number represents the  total number of duplicates of the current census housing unit (HU)
30614,PES_DUP_DS_CNT,Number of strong duplicates (Match Code = DS) where the E-sample case is the primary and the duplicate is outside of the search area.
30761,PES_DUPINSA_IND,Duplicate Link Within Search Area Indicator 
4807,PES_DUPLICATE_NUMBER,The value represents the total number of duplicates
30762,PES_DUPLINK_IND,Duplicate Link Indicator 
30763,PES_EBF_IND,E-sample Binary Before Followup Match Code Group 
30793,PES_EBFUMCG_CODE,E-sample Before Follow-up Match Code Group
13362,PES_EMINUSA_RT,The value that equals the Enumeration Rate Squared minus the Address Canvassing Rate Squared
30795,PES_EMODTAKE_CODE,Indicates Which E-sample Model to Use 
13420,PES_ENUM_HUSTATUS,The field indicated the Recode of occupancy status from enumerator forms for use while setting the overall Housing Unit Status (HUSTATUS)
13363,PES_ENUM_RT,The value indicates the enumeration rate for tract level
13364,PES_ENUMSQ_RT,The value equals the Enumeration Rate Squared
3791,PES_ES_CUF58,True if there are 58 or more total housing units; false otherwise
3792,PES_ES_DIFWT,True if there are presence of differing non-zero E sample weights in the BCU; false otherwise
3793,PES_ES_ERUNDATE,The date the PES BCU was processed through E sample identification.
3794,PES_ES_ESAMP1,Number of census housing units of type 1 in the E sample
3795,PES_ES_ESAMP2,Number of census housing units of type 2 in the E sample
3796,PES_ES_ESAMP3,Number of census housing units of type 3 in the E sample
3797,PES_ES_ESAMPCT,Number of housing units in the E Sample
3798,PES_ES_ESUBS,True if  not all census housing units in the BCU were identified for the E sample; false otherwise
3799,PES_ES_EWEIGHT1,The value indicating the E-sample weight for census housing units of type 1
3800,PES_ES_EWEIGHT2,The value indicating the E-sample weight for census housing units of type 2
3801,PES_ES_EWEIGHT3,The value indicating the E-sample weight for census housing units of type 3
3802,PES_ES_HUCUF,The value indicating the Total number of census housing units
3803,PES_ES_HUTYPE1,The value indicating the Number of census housing units of type 1
3804,PES_ES_HUTYPE2,The value indicating the Number of census housing units of type 2
3805,PES_ES_HUTYPE3,The value indicating the Number of census housing units of type 3
3806,PES_ES_NUMADDS,The value indicating the Number of added housing units
3807,PES_ES_NUMCORR,The value indicating the Number of corresponding housing units
3808,PES_ES_NUMESADDS,The value indicating the Number of added housing units in the E sample
3809,PES_ES_NUMESCORR,The value indicating the Number of corresponding housing units in the E sample
3810,PES_ES_SEGADDS,True if not all added housing units in the BCU were identified for the E sample; false otherwise
4946,PES_ESAMP_BCU_CODE,The indicator for Person Clerical Matching E-sample indicator for CID within BCU as set by PER MaRCS (Person Matching and Review Coding System for Accuracy and Coverage)
4947,PES_ESAMP_FU_FLAG,This flag indicates if it is a Follow Up for Person Follow-up(PFU) E-Sample 
31056,PES_ESAMP_IND,E-Sample Indicator (PerMaRCS)
30829,PES_ESI_CODE,E sample indicator as received from DSSD (HUMaRCS)
13446,PES_FAGE,The flag indicates the age allocated for edits for operational reasons
31057,PES_FAL19_DSF_CHG,Tabulation Tract Rate of MAFIDs with a change in DSF status between Spring 2019 and Fall 2019
5018,PES_FAM_RELATION1_CODE,The code indicates the relationships for household members in multi person households collected during personal visit interviews
5019,PES_FAM_RELATION2_CODE,The code indicates the relationships for household members in multi person households collected for telephone interviews
13333,PES_FAM_RELATION3_CODE,Phone int PERS related more info WHO_RELATION3 for OPERS
13447,PES_FAR_AGE,A code to explain or indicate last name issue/event
13448,PES_FAR_AGE2,The source code of the Administrative Records for the assignment of  Substitution Allocation
13450,PES_FAR_DOB,The source code of the Administrative Records for the assignment of the Pre-edit Date of Birth
13452,PES_FAR_DOB_DAY,The source code of the Administrative Records for the assignment of the Pre-edit Day of Birth
13456,PES_FAR_DOB_DAY2,The source code of the Administrative Records for the assignment of the Substitution Day of Birth
13451,PES_FAR_DOB_MONTH,The source code of the Administrative Records for the assignment of the Pre-edit Month of Birth
13455,PES_FAR_DOB_MONTH2,The source code of the Administrative Records for the assignment of the Substitution Month of Birth
13453,PES_FAR_DOB_YEAR,The source code of the Administrative Records for the assignment of the Pre-edit Year of Birth
13457,PES_FAR_DOB_YEAR2,The source code of the Administrative Records for the assignment of the Substitution Year of Birth
13464,PES_FAR_HISP,"The source code of the Administrative Records for the Assignment, Allocation and Substitution of the person's Hispanic Origin"
13467,PES_FAR_RACE,"The source code of the Administrative Records for the Assignment, Allocation and Substitution of the person's Race"
13473,PES_FAR_REL,The source code of the Administrative Records for the person's Relationship
13472,PES_FAR_REL_SUBSTITUTE,The source code of the Administrative Records for the substitution of the person's Relationship
13434,PES_FAR_SEX,The source code of the Administrative Records for the assignment of the Pre-edit  of the person's Sex.
13435,PES_FAR_SEX2,The source code of the Administrative Records for the Substitution of the person's Sex.
13449,PES_FDOB,The code associated with the Edit/Allocation of the person's Date of Birth for operational reasons.
4683,PES_FFU_BARCODE_ID,The FINAL  Housing Unit Follow  Up (FHUFU) 24-digit HUFU package bar code.  ACO: Pos 1-4.  Product Code: Pos 5.  PFU Nationwide flag: Pos 6.  State: Pos 7-8.  County: Pos 9-11.  BCU ID: Pos 12-19.  Sequence Num: Pos 20-22.  Check digit: Pos 23-24
4775,PES_FFU_CHKIN_DT,Date/time followup package was checked back into the National Processing Center (NPC).
4776,PES_FFU_CHKOUT_DT,Date/time followup package was checked out from the National Processing Center (NPC).
30817,PES_FHU_FILLER_1,Filler 1 (HUMaRCS)
30818,PES_FHU_FILLER_2,Filler 2 (HUMaRCS)
30831,PES_FHU_GQFLAG_CODE,Group Quarters flag (HUMaRCS)
30840,PES_FHU_HUTYPE_CODE,Housing Unit Type (HUMaRCS)
30875,PES_FHU_INCENSUS_CODE,Address in Census flag (HUMaRCS). The only valid value is 'C'.
30764,PES_FIN_GQ_IND,FIN GQ address flag (PerMaRCS)
4684,PES_FIN_WH_DIS,"The field indicates if the Whole-Household, Post-Matching has a discrepancy."
4667,PES_FINAL_IL_ID,Final Primary Independent Listing (IL) ID.
4900,PES_FINAL_WEIGHT,The final weight allocated to the Sample
4948,PES_FINMATCHCODE,The Final Match code from Housing Unit (HU) Matching and Review Coding System (MaRCS) for Accuracy and Coverage Evaluation
31058,PES_FINRECODEDRSC,Final Residence Status Code (PerMaRCS)
30836,PES_FINUNITSTAT_CODE,Unit Status (HUMaRCS)
4808,PES_FORCE_FU_FLAG,This field indicates if the case involving the record was forced for followup.
4685,PES_FOUND_PROXY,Indicates if the sample address was occupied or vacant.
30917,PES_FOUTLR_IND,"""Outlier Force in Flag; Y = BCU has been reset from stage FIN to stage AFO;; N = BCU has not been reset"""
13433,PES_FSEX,This is an operational field indicating the persons sex response needs edit or allocation.
31059,PES_FSRR2010,Final Self-Response Rate for 2010
4686,PES_FU_CREATE_DT,Date and time Housing Unit Follow Up (HUFU) print files were created. NULL =BCU has not finished Before Followup (BFU) matching or did not require HUFU 
4809,PES_FU_NEEDED_FLAG,Flag to indicate followup case is needed
4810,PES_FU_NOTE_FLAG,Flag to indicate followup note is present. The only valid value is 'F'.
4949,PES_FU_NOTE_TEXT,Followup questions from analysts for this person
4687,PES_FUBSA,Number of basic street addresses needing followup.  This is an estimate until BFU complete.
4688,PES_FUCASES,Number of followup cases for the BCU. This is an estimate until BFU is complete.
4689,PES_FUFLAG,Followup Flag.  Y = HU will go or has gone to FU.  N = HU will not or has not gone to FU.
4950,PES_FULL_QC_PASSED_FLAG,Flag that indicates if the batch passed 100% QC
4657,PES_FULLNAME,First Name Middle Initial Last Name
4690,PES_FUREQ,Followup Required Flag.
4992,PES_G_PAPI_FLAG,The code indicates if a Paper Assisted Personal Interview (PAPI) Survey was required.
4993,PES_G_PAPI_OUTCOME,Paper Assisted Personal Interview (PAPI)  Survey Outcome Status
4994,PES_G_PAPI_TIMESTAMP,Paper Assisted Personal Interview (PAPI)  Timestamp. Format is MMDDYYYYhhmmss.
4951,PES_GENDER_CODE,Gender code
13336,PES_GEO_CORR_ADDR_CODE,Code for Geo correct address Y=Geo corrected the address for geocoding N=Not corrected by geo
4990,PES_GEO_DIST_CODE,Geographic distance code
13365,PES_GEOPROB_FLAG,Geography Problem Flag
4811,PES_GQ_SERIES_CHECK,"Person level variable to indicate if the person should be asked the Group Quarters (GQ) series (1=Ask GQ series for person, 2=Don't ask GQ series for person)"
30933,PES_GSS_PARTNER,GSS Partnership County
13366,PES_HCA_CELL,HU Calibration Cells
13367,PES_HCA_MSA,Housing Unit (HU) Calibration Adjustment Puerto Rico (PR) Metropolitan Statistical Area/Type of Enumeration Area (MSATEA)
13325,PES_HHSIZE,Cumulative Probability State Household Size
13483,PES_HIS_GENERIC,Numeric variable representing the number of non-Hispanic codes in QSPAN1-QSPAN8
13482,PES_HIS_YESHIS,Numeric variable representing the number of non-Hispanic codes in QSPAN1-QSPAN8
13485,PES_HISP_DET_CB,Flag variable indicating the presence of a detailed Hispanic checkbox code in QSPAN1-QSPAN8
13484,PES_HISP_DET_WI,Numeric variable representing the number of non-Hispanic codes in QSPAN1-QSPAN8
13368,PES_HISP_GRP_REF,Hispanic Origin Grouping of the Householder
4901,PES_HISP_LOC_CODE,Identifies the Hispanic origin screen where the final Hispanic origin values were chosen
13481,PES_HISP_NOHIS,Numeric variable representing the number of non-Hispanic codes in QSPAN1-QSPAN8
4902,PES_HISP_ORIGIN_CODE,Collects Hispanic origin
13429,PES_HISP_PARTSP_CODE,The code indicates if the person has a Hispanic spouse.
30977,PES_HISPANIC_ACS_PCT,"The percentage of the ACS population that identify as ""Mexican"", ""Puerto Rican"", ""Cuban"", or ""another Hispanic, Latino, or Spanish origin"""
5014,PES_HOUSE_NUMBER,House Number
31061,PES_HU_CE_RATE_CNTY,2010 CCM County -Level HU Correct Enumeration Rate
31062,PES_HU_CE_RATE_TR,2010 CCM Tract-Level HU Correct Enumeration Rate
31063,PES_HU_COV_RATE_CNTY,2010 CCM County -Level Housing Unit Net Coverage Rate
31064,PES_HU_COV_RATE_TR,2010 CCM Tract-Level Person Net Coverage Rate
3811,PES_HU_CUF,Housing Unit Eligible for Census Unedited File (CUF)
31065,PES_HU_MAT_RATE_CNTY,2010 CCM County -Level HU Match Rate
31066,PES_HU_MAT_RATE_TR,2010 CCM Tract-Level HU Match Rate
4645,PES_HU_STAGE,Current Stage of Clerical Matching Processing for PES housing unit operations
4859,PES_HU_STATUS1,The reason the sample address is vacant
4853,PES_HU_STATUS2,The reason the sample address is not a housing unit
30918,PES_HU_UNITSTAT,Status of PES housing unit
31067,PES_HUBFUMC_CLASS,Recode of HUBFUMC
31068,PES_HUBFUMC_CLASS2,Recode of HUBFUMC 2
30644,PES_HUCELL_VAL,Imputation Cell Number for Component of coverage 
30930,PES_HUDUPESI1,The number of duplicates of the housing unit with ESI=1
30931,PES_HUDUPESI2,The number of duplicates of the housing unit with ESI=2
31069,PES_HUFINMC_CLASS,Recode of HUFINMC
31070,PES_HUFINMC_CLASS2,Recode of HUFINMC 2
4496,PES_HUFLAG,True if the type of Housing Unit is Independent or Common (I or C); false otherwise
30876,PES_HUFU_IND,Indicator of whether the Housing Unit went to followup
30830,PES_HULINK_CLUS_NUM,Link from HU MARCS - Cluster number (HUMaRCS)
30824,PES_HUMARCS_BLKSUFF,Block Suffix (HUMaRCS)
30815,PES_HUMARCS_BLKSUFF_VAL,Block Suffix (HUMaRCS)
30816,PES_HUMARCS_BLOCK_NUM,Block Number (HUMaRCS)
13369,PES_HUSTRUCT,The code indicates the Structure Type of the Housing Unit
30590,PES_HUTOA_NEW_CODE,Recoded Housing Unit Type 
30591,PES_HUTOA2_CODE,Recoded Type of Address
30694,PES_HUTP1_CODE,Determines the type of HU at sample address (HUMaRCS)
30695,PES_HUTP2_CODE,Determines the type of HU at sample address if Other selected for PER_HUTP1 (HUMaRCS)
4903,PES_HUTYPE_CODE,Census Housing Unit Type
31071,PES_HUTYPE_IND,Binary Housing Unit Type
4856,PES_HUTYPE1,Type of housing unit at sample address
4857,PES_HUTYPE2,Type of housing unit at sample address when 'other' was selected for PES_HUTYPE1
13331,PES_IA_FLAG,Flag indicator for Inmover Address
4743,PES_IBSA,Number of Independent Listing (IL) basic street addresses in BCU
13370,PES_IFAC_RT,Tract Level In Field Address Canvassing Rate
13371,PES_IFACG,The group the agent belongs to for Field Canvassing
13372,PES_IFACSQ,In Field Address Canvassing Rate Squared
30877,PES_IHU_ADDRUPDT_CODE,Address update flag (HUMaRCS). The only valid value is 'A'.
30832,PES_IHU_GQFLAG_CODE,Group Quarters flag (HUMaRCS)
30691,PES_IHU_MOBHOMES_CNT,IHU Count of homes/lots in park (HUMaRCS)
30687,PES_ILB_TEXT,ILB source record (HUMaRCS)
4744,PES_ILCNT,Number of Independent Listing (IL) addresses in BCU
30855,PES_IMVADDAID_CODE,Inmover Address ID (PerMARCS)
30847,PES_IMVADDBLK_IND,Inmover Address Block code (PerMaRCS)
4812,PES_IN_MILITARY,Flag to indicate if person was in the military (1 = In military 2 = Not in military)
4863,PES_INCENSUSFLAG,In Census Address indicator
13338,PES_INMOVER_ADDR_IND,Indicates the Inmover Address Code for an attached address. Not required if only attached to CENSUS PERSON.
4813,PES_INMOVER_GEOCODING_CODE,Determines if inmover address was able to be geocoded
4814,PES_INSUFFICENT_INFO_CODE,Insufficient Information for DSE Processing Indicator
13441,PES_INT_MONTH,Month of Birth (intermediate variable used within edit)
4815,PES_INTERVIEW_DESCRIPTION,Description to be used throughout the interview to distinguish people on the roster
4816,PES_INTERVIEW_SERIES_FLAG,"Indicator if person was asked any of the following question types: college, job, military, seasonal, relative, interview day (1=Asked series, 0=not asked)"
30715,PES_INTERVTDUR_VAL,The total cumulative length of time the case was open for sessions (HUMaRCS)
4904,PES_INTERVW_IND,True if the record is from a Person Interview (PI) Sample; false otherwise
4075,PES_INTPER,Assignment Period - Used for surveys that have more than one processing period in an input file.
30716,PES_INTPER_VAL,Interview assignment period PI/RI (HUMaRCS)
30721,PES_INTROS2_CODE,Introduce survey to respondent and continue with interview introduction letter (HUMaRCS)
30846,PES_INTRVWSTAT_FLAG,PI Household Status
31072,PES_INTVW_ATTEMPT_TYPE,Type of attempted interview
4817,PES_INTVW_CALLBACK_CODE,Indicates if the interviewer will call back to complete the interview
4785,PES_INTVW_LENGTH,The length of the interview in total minutes
4777,PES_INVALID_GEOCODE_FLAG,Indicator for invalid geocodes
4818,PES_INVALID_PHONE_CODE,Verify that number is invalid Delete/keep phone number or end interview
30796,PES_IPR_BCSA_CODE,Initial Prob of CE in the BCU Search Area
30797,PES_IPR_CCWP_CODE,Initial Prob of CE in the Same Cnty but in a Different Place 
30798,PES_IPR_DUP_CODE,Initial Prob of EE due to Duplication 
30799,PES_IPR_OTH_CODE,Initial Prob of EE due to Reasons other than Duplication 
30800,PES_IPR_WBCSA_CODE,Initial Prob of CE outside of the BCU Search Area but Same Cnty and Place 
30801,PES_IPR_WCCP_CODE,Initial Prob of CE in Same Place but Different Cnty 
30802,PES_IPR_WCWP_CODE,Initial Prob of CE in a Different Cnty and Place but Same State 
30803,PES_IPR_WST_CODE,Initial Prob of CE in a Different State 
30819,PES_IPRHU_CE_CODE,Initial Probability of Correct Enumeration in the BCUs for Components of Coverage
30820,PES_IPRHU_DUP_CODE,Initial Probability of Erroneous Enumeration due to Duplication for Components of Coverage
30821,PES_IPRHU_GE_CODE,Initial Probability of Geocoding Error for Components for Coverage
30822,PES_IPRHU_OTH_CODE,Initial Probability of Erroneous Enumeration due to reasons other than Duplication for Components of Coverage
30823,PES_IPRHU_SB_CODE,Initial Probability of Correct Enumeration in the surrounding BCUs for Components of Coverage
13373,PES_IRO,This code indicates the outcome of the Interactive Review done to check and compare records
13505,PES_JIC1,Just In Case 1
13506,PES_JIC2,Just In Case 2
4819,PES_JOB_AWAY_FLAG,"Person level variable to indicate the person stayed away for a job (1=away for work, 0= not away for work)"
4691,PES_JOB_AWAY1,Determines who was away for work during March or April WHO_JOB_AWAY1 for WHO.
5005,PES_JOB_PLACE_CODE,Determine if person was away for work at one place or more than one place
30919,PES_KX_FLAG,Insufficient Information for DSE Processing Indicator.
31073,PES_LANG_WHICH,PI language used
30722,PES_LANGSPK_CODE,Indicates what language the household speaks when there is a language problem (HUMaRCS)
4820,PES_LANGUAGE_INTVW_CODE,The language used for conducting majority of interview.
4658,PES_LASTDATE_WORKED,The date the person last worked the BCU for the specific operation.
5006,PES_LENGTH_STAY_CODE,Determine length of stay at Interview Day address
4821,PES_LINK_PERSON_NUMBER,This attribute contains the Person Number for the link found for the person in existing Census information
4692,PES_LINKCODE,Code for the strength of the match.
4693,PES_LINKTYPE,The code indicates if the type of link that was created.
30713,PES_LIVEHERE,Determine if respondent lives at the address or the status of the unit (HUMaRCS)
13496,PES_LOAD_DATE,Date the Census Unedited File (CUF) files were generated.
4822,PES_LOCATE_UNIT_CODE,Provides instructions on what to do if can't locate the unit
13374,PES_LOW_RESP_AREA,Low Response Area
13375,PES_LOW_RESP_SCORE,Low Response Score
13376,PES_MACROSIZE,Count of person records in a Current metropolitan statistical area/micropolitan statistical area code (CBSAFP) with Metropolitan/micropolitan status indicator (MEMI)=1
31074,PES_MAF2010_RATE,Tabulation Tract Rate of units existing on the 2010 Tabulation MAFx.
4861,PES_MAFID_MATCH,Type of match for MAFID (Master Address File identification number)
4778,PES_MAFSURR,Total Number of Census addresses in surrounding BCUs Note: MAFSURR - Master Address File Surrounding(Data Field Name) in SAS dataset
4087,PES_MAILNOCITY,Mailing Address - Noncity-style Address
4617,PES_MAP_PROJ_ID,Numeric code that identifies each map type.
4053,PES_MAP_SHT_NUM,"Three-digit map sheet number, where values: 000 = Index Map (created only for BCUs with two or more parent map sheets.  001-999 = Parent Map Sheet.  A01-Z99 = Inset Map Sheet."
4988,PES_MASTERFILE_UPDATED,"Will be updated to ""Y"" when the table is updated with codes after residual coding"
13377,PES_MAT_MOD,Match Predicted Probabilities
4694,PES_MATCH_SCORE,Match score assigned to the linked records
4823,PES_MATCH_SEARCH_AREA_CODE,Match search area code of linked Census Person
13378,PES_MATHU_MOD,Match Housing Unit(HU) Predicted Probabilities
4027,PES_MC,The type of Matching found/done on the record
4695,PES_MCS_VERSION,Master Control System (MCS) Version Number. MCS securely transfers data collection files to Census staff across the enterprise.
13379,PES_MICROSIZE,Count of person records in a Current metropolitan statistical area/micropolitan statistical area code (CBSAFP) with Metropolitan/micropolitan status indicator (MEMI)=2
5007,PES_MIL_APRIL_CODE,Determine if person was staying at the military place on April 1st
4696,PES_MIL_AWAY1,Determines who was away for military Service.
5008,PES_MIL_LENGTH_CODE,Determine how long the person is away for military service
5009,PES_MIL_LOC_CTRY_CODE,Determine if service was in the US or outside the US
5010,PES_MIL_TYPE_CODE,Determine the type of military place where person was staying
13380,PES_MINORITY_REF,Minority/NonMinority Group of the Householder
30983,PES_MOBILE_HOMES_ACS_PCT,The percentage of all ACS housing units that are considered mobile homes
30688,PES_MOBILHOMES_VAL,Count of homes/lots in park (HUMaRCS)
4905,PES_MOS2,Larger of the IHUCM and the IL housing unit count
30951,PES_MOVE_NOTES_TEXT,Description of time spent at each address (PerMaRCS)
4697,PES_MOVED_OUT,Determines whether anyone moved out of the sample address on or after Census Day.
4698,PES_MOVER,This code defines the moving status of the resident for the housing unit
4824,PES_MOVER_DATE_CODE,Inmover and Outmover data flag
5011,PES_MOVER_TYPE1_CODE,The type of place person stayed in or moved to
5012,PES_MOVER_TYPE3_CODE,Collected for telephone interviews only - type of place person stayed in or moved to
30981,PES_MRDCPLE_HHD_ACS_PCT,The percentage of all ACS occupied housing units where the householder and his or her spouse are listed as members of the same household; does not include same-sex married couples
13381,PES_MSACODE,Metropolitan Statistical Area Code 
13382,PES_MSAGROUP,Metropolitan Statistical Area(MSA) Group
13383,PES_MSASIZE,Metropolitan Statistical Area(MSA)  Size
13384,PES_MSATEA,Metropolitan Statistical Area/Type of Enumeration Area (MSATEA) Group
13385,PES_MSATEA_COMP,Metropolitan Statistical Area/Type of Enumeration Area (MSATEA) Recode
30859,PES_MSATEAGRP_CODE,Estimation MSATEA Group 
4699,PES_MSN,Link MSN
